Quarter,Channel,Customer ID,Country,Product Line,Revenue,Product Cost,Customer Service Cost,Profit
3,ATM,WEB,Japan,Credit Products,169,179,32,-43
3,INT,RPB,USA,Fee Based Products,298,217,38,43
3,MOP,PBI,USA,Credit Products,266,306,47,-87
4,ATM,AGR,Brazil,Credit Products,193,175,25,-8
4,ATM,PBI,Switzerland,Fee Based Products,173,65,9,99
4,EVE,MRT,USA,Deposit Products,258,94,15,150
1,INT,CAM,USA,Revolving Credit Products,427,185,43,198
3,EML,STF,USA,Deposit Products,170,178,42,-50
2,EML,WEB,Canada,Credit Products,140,124,21,-5
3,ATM,WEB,Japan,Revolving Credit Products,209,156,38,15
4,ATM,MAM,Nigeria,Credit Products,150,153,32,-34
3,EML,AGR,Canada,Credit Products,173,146,23,3
4,BRH,EBP,Canada,Revolving Credit Products,586,198,24,363
4,ATM,MFN,Korea,Credit Products,170,138,26,5
1,CCT,EBP,USA,Fee Based Products,203,135,24,44
3,INT,MAM,USA,Credit Products,1966,1292,292,382
3,CCT,WEB,USA,Third Party Products,127,147,16,-36
4,MOP,WEM,USA,Credit Products,183,74,8,101
4,INT,FRT,USA,Deposit Products,1530,1598,362,-431
4,ATM,FRT,Denmark,Third Party Products,137,64,9,64
4,ATM,MAM,France,Revolving Credit Products,164,113,20,31
1,TEL,EBP,Canada,Revolving Credit Products,231,173,19,40
3,ATM,HEC,USA,Deposit Products,554,640,148,-233
3,TEL,MRT,USA,Deposit Products,631,293,60,278
2,ATM,EBP,Great Britain,Credit Products,152,98,24,30
4,ATM,MRT,Brazil,Revolving Credit Products,179,74,14,91
4,EML,IAS,USA,Revolving Credit Products,490,326,70,94
4,ATM,FRT,India,Other Products,138,178,34,-74
4,ATM,WEM,Netherlands,Credit Products,149,194,46,-92
4,ATM,WEM,Hong Kong,Fee Based Products,138,176,18,-56
3,BRH,MAM,USA,Other Products,496,587,134,-226
4,INT,EBP,Canada,Credit Products,427,558,79,-209
1,INT,MRT,Canada,Deposit Products,137,87,10,41
1,INT,MAM,USA,Fee Based Products,197,91,17,89
4,ATM,PBI,Taiwan,Credit Products,151,54,12,84
4,ATM,WEB,Norway,Deposit Products,202,175,28,-1
4,ATM,WEB,Mexico,Credit Products,196,218,25,-46
1,EML,MRT,USA,Third Party Products,121,91,11,20
4,MAL,STF,USA,Revolving Credit Products,432,570,111,-249
3,ATM,AGR,Canada,Deposit Products,193,66,11,116
4,EML,EBP,Canada,Credit Products,603,678,127,-202
3,MAL,INB,USA,Credit Products,409,276,42,91
1,EML,RPB,USA,Deposit Products,1526,1518,376,-368
3,MAL,INB,USA,Revolving Credit Products,345,237,57,50
4,INT,EBP,Canada,Deposit Products,218,215,48,-45
4,ATM,MFN,France,Other Products,137,129,19,-10
2,MAL,FRT,USA,Other Products,328,135,34,159
4,ATM,WEB,Brazil,Revolving Credit Products,211,142,23,46
3,BRH,IAS,USA,Revolving Credit Products,452,279,48,124
1,BRH,FRT,USA,Third Party Products,229,270,64,-105
4,ATM,AFF,USA,Deposit Products,245,142,16,87
4,INT,MRT,USA,Fee Based Products,357,404,83,-131
4,ATM,FRT,South Africa,Other Products,136,178,38,-80
4,BRH,SBE,USA,Deposit Products,325,149,31,145
4,ATM,MFN,Germany,Deposit Products,191,193,26,-28
4,CCT,WEM,USA,Deposit Products,2232,1126,253,853
4,ATM,MAM,Panama,Third Party Products,141,57,9,75
4,ATM,AGR,Switzerland,Fee Based Products,138,167,20,-49
2,INT,RPB,USA,Other Products,339,321,77,-60
3,ATM,MRT,Canada,Deposit Products,415,219,44,152
4,ATM,WEM,Chile,Credit Products,146,167,36,-57
4,ATM,WEM,Denmark,Credit Products,150,73,11,66
1,CCT,EBP,USA,Other Products,252,234,24,-6
4,ATM,MRT,Brazil,Credit Products,219,181,39,-1
2,INT,EBP,USA,Third Party Products,173,198,40,-65
3,DSA,WEM,USA,Credit Products,336,147,22,167
4,ATM,RPB,Indonesia,Revolving Credit Products,137,173,24,-60
1,TEL,PBI,USA,Revolving Credit Products,641,814,82,-255
1,CCT,WEB,USA,Fee Based Products,208,78,15,115
4,ATM,WEB,Indonesia,Credit Products,179,194,31,-46
4,ATM,PBI,Mexico,Fee Based Products,158,106,19,32
2,CCT,CAM,USA,Deposit Products,152,151,36,-36
2,EML,MAM,USA,Other Products,157,62,7,88
1,BRH,HEC,USA,Credit Products,435,544,85,-194
4,ATM,MRT,Ireland,Fee Based Products,137,136,16,-14
1,ATM,AGR,Brazil,Credit Products,117,146,31,-59
4,ATM,PBI,Japan,Fee Based Products,137,133,33,-29
1,EML,WEM,USA,Third Party Products,158,120,28,10
4,ATM,AGR,USA,Deposit Products,163,102,16,44
3,INT,EBP,Mexico,Deposit Products,137,84,21,32
1,CCT,WEB,Japan,Credit Products,116,80,10,26
1,ATM,WEB,South Africa,Revolving Credit Products,116,41,8,67
3,MOP,FRT,USA,Deposit Products,164,141,20,3
4,ATM,MRT,Canada,Third Party Products,185,188,24,-28
3,EML,WEM,USA,Revolving Credit Products,1714,679,135,899
4,BRH,SBE,USA,Credit Products,580,547,111,-78
4,ATM,MRT,France,Third Party Products,137,96,19,22
4,ATM,EBP,Uruguay,Revolving Credit Products,163,184,41,-62
4,ATM,PBI,Great Britain,Deposit Products,241,129,30,82
4,EML,CRE,USA,Deposit Products,169,132,19,17
3,ATM,EBP,Brazil,Revolving Credit Products,221,173,28,20
4,ATM,AGR,Sweden,Other Products,137,137,16,-16
2,MAL,MAM,USA,Other Products,204,256,56,-108
2,DSA,FRT,USA,Revolving Credit Products,298,239,32,27
1,MAL,MRT,USA,Other Products,391,501,61,-171
2,EVE,PBI,USA,Deposit Products,145,104,14,28
2,MAL,WEB,USA,Other Products,224,258,28,-62
2,MAL,EBP,Canada,Credit Products,337,404,46,-113
3,CCT,RPB,USA,Fee Based Products,257,242,52,-37
2,BRH,MAM,Canada,Credit Products,196,97,13,87
4,ATM,SBE,USA,Credit Products,1055,701,116,238
4,ATM,RPB,New Zealand,Deposit Products,140,136,20,-16
1,INT,WEM,Mexico,Credit Products,106,61,7,38
3,DSA,FRT,USA,Deposit Products,240,124,28,88
4,ATM,MRT,Thailand,Third Party Products,145,144,33,-32
4,ATM,RPB,Sweden,Deposit Products,138,79,19,40
1,INT,SBE,USA,Revolving Credit Products,274,306,68,-100
4,INT,WEB,USA,Fee Based Products,224,81,19,124
3,CCT,EBP,Canada,Revolving Credit Products,260,92,20,148
4,ATM,WEM,Peru,Credit Products,139,176,44,-80
3,INT,WEM,USA,Other Products,307,394,52,-138
2,MAL,AGR,Mexico,Credit Products,123,73,8,42
4,ATM,RPB,Ireland,Deposit Products,137,159,18,-40
4,ATM,MFN,South Africa,Revolving Credit Products,202,125,21,55
4,ATM,MFN,Great Britain,Third Party Products,137,175,20,-58
3,ATM,MAM,Canada,Credit Products,186,157,26,3
4,CCT,EBP,Canada,Other Products,161,205,47,-91
3,CCT,SBE,USA,Revolving Credit Products,374,484,69,-178
4,ATM,WEB,Switzerland,Credit Products,235,181,29,24
4,ATM,FRT,New Zealand,Fee Based Products,152,173,35,-57
3,MAL,MRT,USA,Fee Based Products,258,193,35,30
3,CCT,CRE,USA,Deposit Products,133,82,12,39
2,EML,INB,USA,Credit Products,408,441,63,-97
4,BRH,STF,USA,Deposit Products,215,81,16,118
4,ATM,MAM,Venezuela,Fee Based Products,144,149,24,-30
4,ATM,WEB,Spain,Third Party Products,137,58,11,67
4,ATM,FRT,Germany,Other Products,180,88,16,75
2,CCT,RPB,USA,Fee Based Products,264,157,22,84
1,BRH,AGR,Canada,Revolving Credit Products,348,187,40,121
1,EML,CRE,USA,Credit Products,298,276,43,-21
4,ATM,CAM,USA,Other Products,153,83,10,59
4,ATM,EBP,Sweden,Credit Products,148,142,34,-28
4,ATM,MFN,Norway,Credit Products,176,71,9,95
4,ATM,MRT,USA,Fee Based Products,1029,949,115,-35
1,ATM,STF,USA,Deposit Products,483,625,110,-252
3,MAL,MFN,New Zealand,Revolving Credit Products,95,62,10,23
4,ATM,EBP,Great Britain,Deposit Products,203,206,49,-52
4,MAL,MRT,USA,Other Products,421,267,61,94
3,ATM,PBI,Mexico,Revolving Credit Products,105,100,20,-15
1,ATM,RPB,USA,Fee Based Products,693,359,58,275
1,BRH,RPB,USA,Fee Based Products,258,299,61,-101
4,EML,SBE,USA,Revolving Credit Products,479,608,75,-204
4,MAL,WEB,USA,Deposit Products,1174,530,121,524
3,ATM,EBP,Mexico,Revolving Credit Products,167,84,17,66
2,EVE,FRT,USA,Credit Products,112,74,14,24
4,ATM,MRT,Venezuela,Deposit Products,169,73,13,83
4,MAL,EBP,USA,Third Party Products,156,98,10,48
2,ATM,PBI,Finland,Deposit Products,91,49,8,34
2,ATM,FRT,Great Britain,Deposit Products,128,114,15,-2
4,ATM,MRT,Ireland,Third Party Products,137,162,32,-56
3,EML,WEB,Denmark,Revolving Credit Products,111,81,9,21
4,ATM,WEM,Belgium,Third Party Products,138,144,17,-22
1,ATM,WEB,South Africa,Credit Products,104,116,28,-41
4,ATM,MFN,Norway,Other Products,136,47,6,83
2,EML,EBP,Canada,Credit Products,325,237,59,30
4,ATM,AGR,Mexico,Deposit Products,170,214,25,-69
3,INT,EBP,Canada,Revolving Credit Products,384,400,68,-84
4,ATM,MRT,India,Deposit Products,151,201,32,-82
1,INT,CRE,USA,Revolving Credit Products,315,383,68,-136
4,ATM,WEB,Finland,Revolving Credit Products,239,112,23,105
2,ATM,FRT,Great Britain,Revolving Credit Products,129,121,20,-13
4,ATM,MRT,Puerto Rico,Credit Products,175,225,24,-74
2,ATM,PBI,Canada,Credit Products,247,91,22,134
2,BRH,WEB,Germany,Deposit Products,127,130,15,-18
4,BRH,MFN,Great Britain,Credit Products,169,129,32,8
4,ATM,PBI,South Africa,Deposit Products,151,151,27,-27
4,ATM,WEB,Germany,Deposit Products,205,91,15,99
4,ATM,WEB,India,Other Products,137,101,13,23
1,ATM,WEM,Canada,Revolving Credit Products,171,103,24,45
4,ATM,AGR,Brazil,Other Products,141,86,21,34
4,ATM,WEB,Poland,Deposit Products,159,109,12,38
3,ATM,AFF,USA,Credit Products,148,159,39,-51
4,ATM,FRT,Switzerland,Revolving Credit Products,141,105,15,21
4,ATM,MFN,Ireland,Credit Products,191,162,33,-5
4,INT,MRT,Canada,Deposit Products,147,168,20,-41
4,ATM,MRT,Spain,Credit Products,138,87,10,41
3,MAL,WEB,Belgium,Revolving Credit Products,124,118,14,-8
1,MOP,CRE,USA,Credit Products,106,40,5,60
2,ATM,WEB,Korea,Revolving Credit Products,90,89,16,-16
4,BRH,WEB,Great Britain,Deposit Products,229,283,50,-104
4,BRH,AGR,Canada,Revolving Credit Products,473,314,72,88
1,ATM,WEM,Mexico,Credit Products,98,121,15,-37
4,ATM,WEM,Sweden,Third Party Products,138,131,19,-11
1,ATM,WEM,Brazil,Credit Products,131,170,23,-62
4,ATM,AGR,Canada,Other Products,145,101,11,34
4,INT,CAM,USA,Revolving Credit Products,505,491,50,-35
1,MAL,MAM,USA,Other Products,201,244,50,-93
2,ATM,MRT,New Zealand,Revolving Credit Products,88,105,24,-42
4,ATM,WEB,Great Britain,Third Party Products,138,107,23,8
4,ATM,WEB,Spain,Credit Products,196,68,13,114
4,BRH,WEB,South Africa,Deposit Products,168,127,16,25
4,ATM,RPB,Chile,Fee Based Products,137,153,31,-47
3,BRH,PBI,Canada,Credit Products,220,208,50,-38
1,INT,MRT,USA,Fee Based Products,205,140,29,35
1,MAL,RPB,USA,Fee Based Products,211,171,20,20
3,CCT,CRE,USA,Credit Products,393,512,95,-214
4,EML,MAM,USA,Fee Based Products,186,121,16,49
1,DSA,WEM,USA,Deposit Products,252,267,60,-74
1,MOP,MRT,USA,Credit Products,139,160,31,-52
2,EML,MRT,USA,Third Party Products,116,85,18,13
4,ATM,MAM,South Africa,Credit Products,176,156,18,1
4,ATM,MAM,Switzerland,Credit Products,136,67,13,56
3,MAL,HEC,USA,Credit Products,406,477,91,-162
1,ATM,WEB,Canada,Revolving Credit Products,372,200,49,122
4,ATM,MRT,Germany,Credit Products,172,161,36,-26
4,DSA,WEM,USA,Revolving Credit Products,236,118,28,90
2,ATM,MAM,Canada,Other Products,88,53,11,24
2,TEL,WEB,Great Britain,Credit Products,183,110,17,56
3,BRH,MAM,USA,Third Party Products,306,318,37,-49
3,BRH,EBP,Brazil,Deposit Products,171,181,39,-49
3,TEL,WEB,Belgium,Revolving Credit Products,96,44,7,44
3,ATM,WEB,Korea,Credit Products,117,62,8,47
4,CCT,CRE,USA,Revolving Credit Products,383,235,55,93
3,ATM,WEM,Sweden,Revolving Credit Products,87,38,6,42
4,ATM,RPB,Mexico,Revolving Credit Products,194,132,24,38
2,BRH,WEM,Great Britain,Credit Products,80,107,20,-47
1,INT,MAM,USA,Third Party Products,131,141,20,-30
1,ATM,WEB,Mexico,Deposit Products,87,31,6,49
4,ATM,MRT,Belgium,Fee Based Products,142,178,39,-75
3,BRH,EBP,USA,Fee Based Products,454,501,98,-145
4,ATM,EBP,Ecuador,Revolving Credit Products,138,130,32,-24
3,EML,STF,USA,Credit Products,318,178,32,108
1,BRH,EBP,Canada,Deposit Products,401,428,51,-79
2,ATM,MRT,Great Britain,Credit Products,81,36,5,39
2,EML,MAM,USA,Fee Based Products,216,91,17,108
4,ATM,WEB,Costa Rica,Credit Products,138,59,15,64
4,ATM,FRT,Great Britain,Third Party Products,137,145,24,-32
4,MAL,MRT,USA,Deposit Products,1477,1256,286,-65
2,EML,CAM,USA,Deposit Products,96,122,29,-55
4,ATM,EBP,Great Britain,Other Products,161,193,37,-68
4,ATM,EBP,Switzerland,Fee Based Products,137,94,18,26
4,INT,MAM,USA,Fee Based Products,177,223,26,-73
4,ATM,MAM,Venezuela,Credit Products,164,174,28,-38
4,ATM,EBP,Finland,Revolving Credit Products,189,195,38,-44
4,ATM,PBI,Denmark,Fee Based Products,138,154,26,-41
3,ATM,FRT,Canada,Deposit Products,245,272,32,-59
1,MAL,EBP,USA,Fee Based Products,209,211,36,-38
4,TEL,WEB,Switzerland,Deposit Products,83,95,17,-28
4,ATM,FRT,Korea,Deposit Products,144,73,13,58
4,ATM,PBI,France,Credit Products,169,204,28,-63
4,ATM,WEM,Panama,Credit Products,144,113,18,13
4,ATM,EBP,Indonesia,Credit Products,138,140,23,-25
2,CCT,RPB,Canada,Deposit Products,120,57,11,52
1,CCT,MRT,USA,Revolving Credit Products,1566,1477,271,-182
1,TEL,HEC,USA,Revolving Credit Products,254,140,28,86
4,ATM,WEM,Finland,Other Products,170,141,34,-6
4,ATM,WEM,China,Other Products,151,138,15,-2
4,ATM,EBP,France,Credit Products,193,227,49,-83
4,ATM,PBI,Spain,Other Products,140,132,14,-7
3,BRH,MRT,USA,Credit Products,2628,1559,291,778
4,ATM,AGR,Mexico,Revolving Credit Products,258,260,29,-30
4,INT,MAM,Canada,Deposit Products,118,118,24,-25
2,ATM,WEB,USA,Fee Based Products,692,784,124,-215
4,ATM,EBP,Belgium,Third Party Products,137,134,31,-28
2,TEL,FRT,USA,Credit Products,788,581,83,124
1,MAL,WEM,Canada,Deposit Products,140,142,14,-16
4,ATM,MFN,Germany,Other Products,139,101,14,24
3,ATM,WEB,Great Britain,Fee Based Products,83,51,12,20
4,ATM,SBE,USA,Other Products,153,159,30,-36
4,ATM,MRT,New Zealand,Other Products,155,110,26,19
4,ATM,MRT,Japan,Credit Products,138,96,10,32
3,BRH,MAM,Canada,Deposit Products,105,50,10,45
3,MAL,HEC,USA,Deposit Products,178,156,36,-14
1,MAL,FRT,Canada,Revolving Credit Products,76,42,5,29
4,ATM,FRT,Nigeria,Deposit Products,137,166,17,-46
2,ATM,MAM,Canada,Third Party Products,96,119,21,-44
2,MAL,EBP,Brazil,Deposit Products,96,105,11,-20
4,MAL,WEM,Mexico,Revolving Credit Products,82,49,6,26
4,ATM,WEB,New Zealand,Deposit Products,160,167,37,-44
2,ATM,MFN,Germany,Revolving Credit Products,115,80,11,24
3,ATM,RPB,Canada,Credit Products,280,362,79,-161
4,BRH,WEB,Japan,Revolving Credit Products,104,122,15,-33
4,MAL,WEM,Chile,Deposit Products,76,63,10,3
3,ATM,FRT,Canada,Credit Products,189,165,36,-12
1,CCT,MRT,Canada,Credit Products,78,32,5,41
2,MOP,PBI,USA,Revolving Credit Products,224,140,30,55
3,CCT,INB,USA,Revolving Credit Products,664,626,100,-61
4,ATM,MRT,India,Credit Products,157,132,32,-7
2,ATM,WEB,Belgium,Deposit Products,116,87,16,13
4,INT,PBI,USA,Fee Based Products,178,190,20,-31
3,ATM,WEB,Columbia,Fee Based Products,72,63,13,-4
4,BRH,WEM,Puerto Rico,Deposit Products,122,140,33,-51
3,ATM,WEM,Netherlands,Deposit Products,77,46,7,24
4,ATM,FRT,Spain,Deposit Products,142,68,15,59
4,INT,MRT,USA,Other Products,376,455,100,-180
4,ATM,CRE,USA,Other Products,149,92,14,43
2,ATM,WEB,Australia,Revolving Credit Products,104,133,14,-43
2,INT,PBI,Canada,Credit Products,125,138,31,-45
2,ATM,FRT,Japan,Credit Products,116,86,19,12
2,INT,MAM,USA,Other Products,340,243,41,56
4,ATM,PBI,Denmark,Revolving Credit Products,136,48,7,81
4,INT,PBI,USA,Third Party Products,175,175,30,-30
4,ATM,EBP,Canada,Deposit Products,932,655,163,115
4,MAL,RPB,South Africa,Third Party Products,75,88,13,-26
4,ATM,EBP,Germany,Deposit Products,147,161,23,-38
1,CCT,EBP,Canada,Credit Products,207,166,24,17
2,ATM,AGR,Brazil,Revolving Credit Products,174,63,14,96
4,ATM,CAM,USA,Third Party Products,145,84,20,41
2,ATM,PBI,Japan,Revolving Credit Products,100,106,21,-28
4,ATM,MAM,Australia,Deposit Products,137,89,21,27
3,ATM,RPB,Mexico,Deposit Products,118,134,18,-33
4,ATM,FRT,Ireland,Third Party Products,138,167,22,-52
4,MAL,EBP,USA,Revolving Credit Products,1251,1085,126,40
1,MAL,EBP,Canada,Revolving Credit Products,268,351,84,-168
4,EVE,WEM,USA,Credit Products,159,77,16,66
4,BRH,WEB,Canada,Credit Products,177,100,16,61
4,ATM,PBI,Sweden,Credit Products,152,121,28,3
3,CCT,SBE,USA,Deposit Products,96,42,8,45
2,ATM,WEM,Japan,Credit Products,94,111,25,-42
3,ATM,FRT,France,Credit Products,85,107,11,-33
4,ATM,PBI,Ecuador,Third Party Products,138,48,7,83
3,MAL,WEM,Great Britain,Deposit Products,99,111,13,-26
4,ATM,RPB,Hong Kong,Credit Products,137,145,16,-24
4,ATM,RPB,Taiwan,Revolving Credit Products,137,167,28,-58
4,ATM,FRT,Malaysia,Fee Based Products,137,99,20,18
1,ATM,RPB,Australia,Credit Products,77,62,15,-0
3,ATM,MFN,Belgium,Revolving Credit Products,118,128,20,-29
1,ATM,WEB,New Zealand,Credit Products,93,106,21,-33
4,ATM,PBI,Indonesia,Revolving Credit Products,162,176,21,-35
4,ATM,MFN,Israel,Revolving Credit Products,154,152,26,-23
4,EML,RPB,Canada,Credit Products,160,150,36,-26
3,MAL,EBP,USA,Credit Products,1013,575,107,331
1,MAL,MRT,Columbia,Deposit Products,77,102,14,-39
1,ATM,MFN,Great Britain,Deposit Products,114,122,23,-30
3,TEL,CRE,USA,Credit Products,152,134,22,-3
2,ATM,MFN,Israel,Revolving Credit Products,71,62,12,-3
4,ATM,PBI,Belgium,Deposit Products,156,52,6,97
3,ATM,WEB,Switzerland,Credit Products,132,81,8,43
4,ATM,RPB,Korea,Deposit Products,156,157,31,-33
3,ATM,WEM,Japan,Credit Products,111,114,18,-21
4,ATM,WEB,Netherlands,Credit Products,163,189,28,-54
3,CCT,WEB,Great Britain,Revolving Credit Products,179,78,18,82
4,EML,WEB,Denmark,Revolving Credit Products,117,87,17,13
4,ATM,RPB,Denmark,Other Products,137,63,16,58
4,ATM,WEB,New Zealand,Revolving Credit Products,165,114,14,37
4,ATM,PBI,Finland,Deposit Products,158,182,26,-50
1,ATM,WEM,New Zealand,Deposit Products,105,137,22,-54
3,ATM,FRT,Nigeria,Revolving Credit Products,81,41,4,35
4,ATM,EBP,France,Deposit Products,150,101,15,34
4,ATM,RPB,Finland,Deposit Products,172,160,21,-9
4,ATM,MRT,Japan,Deposit Products,157,145,17,-5
4,ATM,AGR,USA,Revolving Credit Products,231,135,25,70
2,MOP,RPB,USA,Credit Products,279,259,44,-23
4,ATM,WEB,Guam,Revolving Credit Products,147,77,15,55
1,ATM,MRT,Mexico,Third Party Products,80,93,14,-27
4,ATM,MRT,France,Deposit Products,142,145,20,-23
1,ATM,MFN,Finland,Deposit Products,81,98,24,-40
1,ATM,MFN,Hong Kong,Revolving Credit Products,72,24,3,45
4,ATM,MRT,Canada,Revolving Credit Products,273,116,22,135
1,ATM,FRT,Peru,Credit Products,68,52,7,10
2,MAL,PBI,USA,Fee Based Products,326,147,21,157
4,ATM,EBP,Costa Rica,Third Party Products,138,65,11,61
3,MAL,RPB,USA,Third Party Products,116,121,20,-25
3,ATM,MFN,France,Credit Products,173,70,16,88
3,ATM,AGR,Venezuela,Deposit Products,79,104,24,-49
4,ATM,MAM,Japan,Other Products,178,214,24,-61
4,ATM,WEB,Puerto Rico,Revolving Credit Products,150,115,25,11
1,ATM,WEB,Switzerland,Credit Products,97,60,14,24
2,BRH,WEB,Germany,Revolving Credit Products,87,60,6,20
2,MOP,MRT,USA,Other Products,88,84,13,-9
4,BRH,PBI,Brazil,Revolving Credit Products,89,33,4,52
4,ATM,EBP,Guam,Revolving Credit Products,140,69,10,62
4,BRH,MRT,Canada,Revolving Credit Products,204,208,35,-40
4,ATM,EBP,Japan,Credit Products,156,112,14,31
1,BRH,IAS,USA,Revolving Credit Products,462,489,53,-80
2,ATM,EBP,Switzerland,Credit Products,80,94,19,-33
4,ATM,EBP,Switzerland,Revolving Credit Products,140,113,12,14
2,TEL,MAM,USA,Deposit Products,498,560,105,-167
3,ATM,FRT,Canada,Fee Based Products,119,91,22,7
4,MAL,WEM,USA,Third Party Products,246,267,34,-55
4,BRH,FRT,Canada,Other Products,105,79,9,17
1,INT,HEC,USA,Revolving Credit Products,190,185,37,-31
3,ATM,AGR,Mexico,Credit Products,95,98,19,-22
3,MAL,FRT,Denmark,Credit Products,70,91,21,-42
1,EML,HEC,USA,Revolving Credit Products,348,339,60,-52
3,ATM,MAM,Finland,Revolving Credit Products,95,55,12,28
2,BRH,MFN,Great Britain,Credit Products,152,70,12,70
1,INT,INB,USA,Deposit Products,105,137,24,-56
2,MAL,STF,USA,Revolving Credit Products,346,449,54,-158
1,ATM,MRT,Brazil,Fee Based Products,72,94,19,-41
3,ATM,WEM,Mexico,Credit Products,86,83,11,-8
4,ATM,RPB,Brazil,Deposit Products,190,74,8,108
1,DSA,FRT,USA,Revolving Credit Products,333,289,46,-2
4,ATM,FRT,Uruguay,Deposit Products,145,78,16,51
1,CCT,RPB,USA,Third Party Products,158,113,13,33
1,ATM,AFF,USA,Revolving Credit Products,106,113,24,-30
2,ATM,RPB,Canada,Third Party Products,75,66,10,-0
1,MOP,WEM,USA,Revolving Credit Products,220,267,61,-108
4,EML,FRT,Canada,Deposit Products,75,82,12,-20
3,ATM,EBP,Mexico,Other Products,123,41,4,77
4,MAL,WEB,Japan,Credit Products,114,139,23,-48
4,ATM,FRT,Great Britain,Revolving Credit Products,214,116,19,80
4,BRH,HEC,USA,Deposit Products,230,227,42,-39
2,MAL,RPB,USA,Revolving Credit Products,1614,1809,312,-507
4,ATM,EBP,Australia,Third Party Products,147,117,16,13
3,BRH,FRT,Great Britain,Credit Products,104,75,16,12
4,ATM,WEM,Venezuela,Deposit Products,148,116,16,16
4,ATM,MFN,Australia,Revolving Credit Products,160,149,19,-8
3,MAL,EBP,Finland,Deposit Products,72,25,3,44
1,MAL,CAM,USA,Deposit Products,155,53,13,89
2,EML,FRT,USA,Credit Products,1511,1879,254,-622
4,INT,WEB,Finland,Credit Products,138,100,12,27
3,ATM,MAM,Guam,Credit Products,72,84,15,-27
4,ATM,FRT,Germany,Deposit Products,140,133,31,-25
4,MAL,MAM,Oman,Credit Products,67,67,12,-11
3,MAL,EBP,Taiwan,Third Party Products,80,66,8,6
1,MAL,FRT,Canada,Deposit Products,87,100,12,-24
2,MAL,IAS,USA,Deposit Products,151,183,33,-65
1,ATM,RPB,Canada,Third Party Products,85,57,10,17
4,ATM,RPB,Costa Rica,Deposit Products,142,181,29,-68
2,TEL,CAM,USA,Credit Products,177,212,46,-81
4,BRH,MAM,USA,Fee Based Products,280,98,22,160
1,EML,EBP,Canada,Deposit Products,246,289,46,-89
3,ATM,MAM,Germany,Credit Products,73,56,12,5
2,ATM,WEM,Belgium,Credit Products,67,29,4,34
1,CCT,MAM,USA,Third Party Products,96,124,15,-43
4,MAL,MRT,Canada,Credit Products,76,63,10,2
3,MOP,MAM,USA,Revolving Credit Products,246,92,9,144
1,ATM,RPB,Brazil,Deposit Products,110,131,24,-46
1,ATM,MAM,Great Britain,Deposit Products,114,39,5,70
3,CCT,PBI,USA,Third Party Products,217,138,27,52
1,CCT,INB,USA,Credit Products,257,193,21,43
4,ATM,RPB,Germany,Third Party Products,136,71,13,53
4,ATM,MAM,Oman,Other Products,139,67,9,64
1,MOP,RPB,USA,Revolving Credit Products,280,334,81,-136
